title,desc,2025,2024,2023,2022,pagenumber
80167_29,SozialpädagogischeFamilienhilfeJaVorberichtAnzahl derbegünstigtenjungenMenschen5.158;8 T€45;0%,1751.0,0,0,0, 29
80170_30,gewährleistendeSozialarbeitJaVorberichtAnzahl dermonatlichenKinderschutzmeldebögen(Erstcheckbögen)1.228;9 T€51;0%,522.0,0,0,0, 30
80180_30,Eingliederungshilfe/Hilfezur Pflege nach SGB IX(Teilhabe)JaVorberichtAnzahl deranspruchsberechtigtenPersonen1.110;6 T€34;0%,1284.0,0,0,0, 30
80388_30,JaVorberichtAnzahl derbegünstigtenMenschen348;2 T€33;0%,393.0,0,0,0, 30
80389_30,AmbulantesozialpädagogischeBegleitung bei derberuflichenQualifizierung;Ausbildung undEingliederung jungerMenschen mitindividuellerKostenübernahmeJaVorberichtAnzahl derbegünstigtenjungenMenschen155;8 T€31;0%,59.0,0,0,0, 30
80971_30,Berufsorientierung undBerufsvorbereitung alsteilstationäre und nichtkofinanzierteJugendhilfeangebote mitindividuellerKostenübernahmeJaVorberichtAnzahl derbegünstigtenjungenMenschen1.270;6 T€44;0%,256.0,0,0,0, 30
80392_31,Stat. Sozialpäd.Begleitete Wohnform inVerbindung mitschulischen oderberuflichenBildungsmaßnahmenoder bei der beruflichenEingliederung mitindividuellerKostenübernahmeJaVorberichtAnzahl derbegünstigtenjungenMenschen415;7 T€2;0%,3.0,0,0,0, 31
80393_31,Fachdiagnostik/Prävention für junge Menschenund FamilienJaVorberichtAnzahl derbegünstigtenMenschen;Familien/Gruppen178;8 T€49;0%,191.0,0,0,0, 31
80975_31,Berlins) stationäreEingliederungshilfe inEinrichtungen fürseelisch behinderteKinder; Jugendliche undjunge Volljährige nach §35a SGB VIIIJaVorberichtAnzahl derbegünstigtenjungenMenschen2.901;1 T€51;0%,250.0,0,0,0, 31
80976_31,Berlins) stationäreEingliederungshilfe fürseelisch behinderteKinder; Jugendliche undjunge Volljährige nach §35a SGB VIIIJaVorberichtAnzahl derbegünstigtenjungenMenschen3.633;1 T€25;0%,150.0,0,0,0, 31
80396_31,Berlins)FamilienanalogeAngeboteJaVorberichtAnzahl derbegünstigtenjungenMenschen2.010;1 T€71;0%,255.0,0,0,0, 31
80397_31,Berlins)Gruppenangebote HeimerziehungJaVorberichtAnzahl derbegünstigtenjungenMenschen9.636;1 T€41;0%,715.0,0,0,0, 31
80398_31,Berlins)SozialpädagogischeBetreuung inIndividualangebotenJa VorberichtAnzahl derbegünstigtenjungenMenschen4.232;4 T€42;0%,508.0,0,0,0, 31
80399_31,Berlins)WohngemeinschaftJa VorberichtAnzahl derbegünstigtenjungenMenschen2.510;9 T€32;0%,238.0,0,0,0, 31
80400_31,Berlins)FamilienanalogeAngeboteJa VorberichtAnzahl derbegünstigtenjungenMenschen1.545;3 T€46;0%,134.0,0,0,0, 31
80401_31,Berlins)Gruppenangebote HeimerziehungJa VorberichtAnzahl derbegünstigtenjungenMenschen3.080;1 T€37;0%,180.0,0,0,0, 31
80402_31,Berlins)SozialpädagogischeBetreuung inIndividualangebotenJa VorberichtAnzahl derbegünstigtenjungenMenschen271;9 T€29;0%,27.0,0,0,0, 31
70105_59,,2196000.0,0,0,0, 59
70106_59,,4000000.0,0,0,0, 59
70107_59,,200000.0,0,0,0, 59
70587_59,,3000000.0,0,0,0, 59
71301_59,,2542000.0,0,0,0, 59
71304_59,,500000.0,0,0,0, 59
70101_59,,5000000.0,0,0,0, 59
70104_59,,2800000.0,0,0,0, 59
71501_59,,2000000.0,0,0,0, 59
71504_59,,0.0,0,0,0, 59
71503_59,,2479000.0,0,0,0, 59
70585_60,,1000000.0,0,0,0, 60
71302_60,,1830000.0,0,0,0, 60
71401_60,,1500000.0,0,0,0, 60
71402_60,,2000000.0,0,0,0, 60
71403_60,,1500000.0,0,0,0, 60
51701_61,,8207.0,0,0,0, 61
51802_61,,50000.0,0,0,0, 61
81179_61,Leasing Dienstfahrzeuge AODOrdnungsamtKompaktklasse(PKW)Hybrid,8.0,25000.0,0,0, 61
51900_62,,25000.0,0,0,0, 62
54010_62,,5000.0,0,0,0, 62
11934_84,Rückzahlungen überzahlter Beträge,9000.0,9000.0,1000.0,10304.93, 84
41201_84,Aufwendungen für ehrenamtlichTätige,5000.0,5000.0,6800.0,5760.0, 84
41202_84,Aufwendungen für Bezirksverordnete,855000.0,861000.0,794000.0,854511.16, 84
42201_84,Bezüge der planmäßigen Beamtinnen und Beamten,62300.0,60800.0,59600.0,58441.31, 84
42801_84,Entgelte der planmäßigen Tarifbeschäftigten,167000.0,162000.0,156000.0,155351.96, 84
44100_84,Beihilfen für Dienstkräfte,1000.0,1000.0,1000.0,290.15, 84
51101_84,Geschäftsbedarf,2000.0,2400.0,2300.0,2807.3, 84
51140_84,Geräte; Ausstattungs- und Ausrüstungsgegenstände,1000.0,1000.0,1000.0,2073.62, 84
51185_84,Dienstleistungen für die verfahrensabhängige IKT,22200.0,22300.0,27700.0,23718.95, 84
52703_85,Dienstreisen,2000.0,2000.0,2500.0,84.0, 85
52906_85,Repräsentation; Empfänge; Feierlichkeiten; Kontaktpflege,4000.0,4000.0,2500.0,3474.66, 85
54079_85,Verschiedene Ausgaben,1000.0,1000.0,1500.0,0, 85
68401_85,ZZuschüsse an Fraktionen undGruppen,743000.0,743000.0,547000.0,587598.38, 85
11921_90,Rückzahlungen von Zuwendungen,23000.0,23000.0,12700.0,24605.98, 90
11934_90,Rückzahlungen überzahlter Beträge,3000.0,3000.0,0,0, 90
11979_90,Verschiedene Einnahmen,1000.0,1000.0,0,0, 90
28290_90,Sonstige zweckgebundene Einnahmen für konsumtive Zwecke     —     —     —,8300.0,0,0,0, 90
41210_90,Aufwendungen für Beiräte,4000.0,4000.0,1000.0,1340.0, 90
42201_90,Bezüge der planmäßigen Beamtinnen und Beamten,695000.0,722000.0,848000.0,651606.45, 90
42260_90,Bezüge der Beamtinnen/Beamtenfür Maßnahmen im Rahmen desWissenstransfers,1000.0,1000.0,1000.0,0, 90
42701_90,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter,51000.0,43000.0,43000.0,47257.82, 90
42760_90,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter im Rahmen desWissenstransfers,1000.0,1000.0,1000.0,0, 90
42790_90,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter aus zweckgebundenen Einnahmen     —     —     —,8000.0,0,0,0, 90
42801_90,Entgelte der planmäßigen Tarifbeschäftigten,755000.0,789000.0,715000.0,565959.77, 90
42860_90,Entgelte für Tarifbeschäftigte fürMaßnahmen im Rahmen des Wissenstransfers,1000.0,1000.0,1000.0,0, 90
51101_91,Geschäftsbedarf,8500.0,6000.0,8500.0,4965.78, 91
51140_91,Geräte; Ausstattungs- und Ausrüstungsgegenstände,13700.0,2800.0,4400.0,1277.48, 91
51168_91,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKT,2000.0,2000.0,2000.0,0, 91
51185_91,Dienstleistungen für die verfahrensabhängige IKT,20000.0,15000.0,11000.0,18596.16, 91
51190_91,Geschäftsbedarf; Geräte; Gebrauchsgegenstände aus zweckgebundenen Einnahmen     —     —     —     —R 1.819;89,0,0,0,0, 91
51403_91,Ausgaben für die Haltung vonFahrzeugen,2000.0,2000.0,2000.0,1830.81, 91
51802_91,Mieten für Fahrzeuge,7500.0,8000.0,6000.0,4146.4, 91
52501_91,Aus- und Fortbildung,2000.0,2000.0,2000.0,1609.0, 91
52610_91,Gutachten     —     —,100000.0,149885.3,0,0, 91
52703_91,Dienstreisen,3500.0,3500.0,3500.0,1959.97, 91
52906_91,Repräsentation; Empfänge; Feierlichkeiten; Kontaktpflege,22000.0,22000.0,19000.0,21498.67, 91
53110_92,Programminformation und Werbung,6000.0,6000.0,6000.0,2752.05, 92
54010_92,Dienstleistungen,40000.0,30000.0,0,0, 92
54053_92,Veranstaltungen,41200.0,41000.0,41200.0,28468.22, 92
54079_92,Verschiedene Ausgaben,3000.0,3000.0,3000.0,180.0, 92
54602_92,Technische Hilfe für die Durchführung von Programmen der EU,5000.0,5000.0,5000.0,0, 92
54604_92,Sächliche Ausgaben für zukunftsorientierte Entwicklungsmaßnahmen     —     —     —,5354.68,0,0,0, 92
54690_92,Sonstige sächliche Verwaltungsausgaben aus zweckgebundenenEinnahmen     —     —     —     —R 1.202;00,0,0,0,0, 92
67190_92,Ersatz von Aufwendungen auszweckgebundenen Einnahmen     —     —     —     —R 57;80,0,0,0,0, 92
68406_93,TZuschüsse an soziale oder ähnliche Einrichtungen,566000.0,566000.0,530000.0,734364.2, 93
68432_93,TZuschüsse für besondere sozialeProjekte     —     —     —,4160.0,0,0,0, 93
68448_93,TZuschüsse für Nachbarschaftsprojekte     —     —     —,-304.44,0,0,0, 93
68579_93,TMitgliedsbeiträge,60000.0,60000.0,10000.0,25000.0, 93
42201_96,Bezüge der planmäßigen Beamtinnen und Beamten,252000.0,255000.0,372000.0,315079.59, 96
42801_96,Entgelte der planmäßigen Tarifbeschäftigten,246000.0,247000.0,103000.0,42607.73, 96
44100_96,Beihilfen für Dienstkräfte     —     —,1000.0,7203.28,0,0, 96
51101_96,Geschäftsbedarf,2000.0,2000.0,1300.0,239.68, 96
51135_96,Digitalisierung optimierter Geschäftsprozesse nach dem EGovGBln,6000.0,6000.0,0,0, 96
51168_96,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKT,1000.0,1000.0,0,0, 96
51185_96,Dienstleistungen für die verfahrensabhängige IKT     —     —,1000.0,0,0,0, 96
52501_96,Aus- und Fortbildung,1000.0,1000.0,1000.0,149.0, 96
42201_100,Bezüge der planmäßigen Beamtinnen und Beamten,122000.0,122000.0,0,0, 100
42701_100,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter,4200.0,4200.0,3000.0,0, 100
42801_100,Entgelte der planmäßigen Tarifbeschäftigten,377000.0,377000.0,164000.0,113993.45, 100
42811_100,Entgelte der nichtplanmäßigen Tarifbeschäftigten     —     —,120000.0,38076.68,0,0, 100
44100_100,Beihilfen für Dienstkräfte,26000.0,26000.0,0,0, 100
51101_100,Geschäftsbedarf,2900.0,2900.0,3000.0,1709.6, 100
51140_100,Geräte; Ausstattungs- und Ausrüstungsgegenstände,1000.0,1000.0,1000.0,702.58, 100
51801_100,Mieten für Grundstücke; Gebäudeund Räume,4000.0,4000.0,2000.0,160.5, 100
52501_100,Aus- und Fortbildung,6900.0,6900.0,4000.0,1025.0, 100
52601_100,Gerichts- und ähnliche Kosten     —     —,6000.0,1420.66,0,0, 100
52703_100,Dienstreisen     —     —,1000.0,155.7,0,0, 100
54079_100,Verschiedene Ausgaben,1000.0,1000.0,1000.0,309.9, 100
11132_104,Ersatz von Prozesskosten,1000.0,1000.0,1000.0,0, 104
11153_104,Gebühren nach Bundesrecht,8000.0,8000.0,4500.0,8125.0, 104
11979_104,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 104
42201_104,Bezüge der planmäßigen Beamtinnen und Beamten,506000.0,543000.0,359000.0,462551.33, 104
42701_104,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter,10700.0,10700.0,0,0, 104
42801_104,Entgelte der planmäßigen Tarifbeschäftigten,212000.0,200000.0,347000.0,221216.55, 104
44100_104,Beihilfen für Dienstkräfte,1000.0,1000.0,1000.0,9768.02, 104
51101_104,Geschäftsbedarf,20000.0,20000.0,20000.0,20320.73, 104
51135_104,Digitalisierung optimierter Geschäftsprozesse nach dem EGovGBln,1000.0,1000.0,1000.0,0, 104
51140_104,Geräte; Ausstattungs- und Ausrüstungsgegenstände,3000.0,3000.0,6000.0,5160.18, 104
51168_104,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKT,1000.0,1000.0,2000.0,0, 104
51185_104,Dienstleistungen für die verfahrensabhängige IKT,17000.0,17000.0,15500.0,14193.37, 104
52501_104,Aus- und Fortbildung,10000.0,10000.0,11000.0,0, 104
52703_104,Dienstreisen,1000.0,1000.0,1000.0,43.0, 104
54079_104,Verschiedene Ausgaben,2000.0,2000.0,2500.0,323.04, 104
68102_104,Entschädigungen; Ersatzleistungen,6000.0,6000.0,14800.0,5163.86, 104
11972_108,Nebenforderungen bei öffentlichrechtlichen Forderungen,18000.0,18000.0,18600.0,16455.54, 108
11973_108,Nebenforderungen bei privatrechtlichen Forderungen,4000.0,4000.0,5000.0,719.25, 108
78340_110,S-Arbeits-und Brandschutz (intern),0,0,0,0, 110
80000_110,gen aus der HV; die nicht Produkten zuzuordnen sind) (intern),0,0,0,0, 110
80548_110,S-Architekten- und Ingenieurleistungen der technischen Gebäudeverwaltung (intern)Telekommunikation-Infrastruktur (Betrieb) (intern)S-Energie- und Verbrauchsmanagement (intern) 80631 S-Fachvermögen - Bereitstellung von Flächen / Immobilien zur verwaltungseigenen Nutzung ohneSchulflächen (intern) 80632 S-Fachvermögen - Bereitstellung von Flächen / Immobilien zur Nutzung für Schulzwecke (intern),0,0,0,0, 110
11116_112,Benutzungsentgelte,5000.0,5000.0,1000.0,18196.03, 112
11132_112,Ersatz von Prozesskosten,1000.0,1000.0,2000.0,19088.15, 112
11903_112,Schadenersatzleistungen; Vertragsstrafen,10000.0,10000.0,10000.0,59497.99, 112
11934_112,Rückzahlungen überzahlter Beträge,3000.0,3000.0,3000.0,20211.75, 112
11944_112,Abgeltung von dinglichen Rechten,100000.0,100000.0,70000.0,803065.4, 112
11979_112,Verschiedene Einnahmen,1000.0,1000.0,1000.0,154.45, 112
11981_112,Verkauf von Altmaterial und ausgesonderten Sachen     —     —     —,45.35,0,0,0, 112
12404_113,Erbbauzinsen,296000.0,296000.0,260000.0,296030.26, 113
12406_113,Mieten für Stellplätze auf Dienstgrundstücken,12000.0,12000.0,13000.0,11570.87, 113
26109_113,Erstattungen von Bauvorbereitungsmitteln,2100000.0,2000000.0,1400000.0,29249.64, 113
28103_113,Ersatz von Bewirtschaftungsausgaben,911000.0,911000.0,740000.0,121990.26, 113
28290_113,Sonstige zweckgebundene Einnahmen für konsumtive Zwecke,1000.0,1000.0,1000.0,35000.0, 113
33104_113,Zuweisungen aus der Bundesförderung für effiziente Gebäude Nichtwohngebäude,1000.0,1000.0,1000.0,60409.8, 113
33121_113,Zuweisungen des Bundes für Baumaßnahmen,1000.0,1000.0,0,0, 113
42201_113,Bezüge der planmäßigen Beamtinnen und Beamten,1444000.0,1572000.0,1634000.0,1292219.35, 113
42801_113,Entgelte der planmäßigen Tarifbeschäftigten,9220000.0,9426000.0,7217000.0,6825543.78, 113
44100_113,Beihilfen für Dienstkräfte,40000.0,40000.0,30000.0,41887.75, 113
51104_114,Herstellung von Einheitsvordrucken,20000.0,20000.0,20000.0,15301.5, 114
51136_114,Geschäftsbedarf für die verfahrensabhängige IKT,1000.0,1000.0,1500.0,1093.53, 114
51140_114,Geräte; Ausstattungs- und Ausrüstungsgegenstände,883000.0,82000.0,100000.0,87180.56, 114
51168_114,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKT,12000.0,12000.0,13000.0,2508.21, 114
51185_114,Dienstleistungen für die verfahrensabhängige IKT,57000.0,57000.0,55000.0,44531.89, 114
51190_114,Geschäftsbedarf; Geräte; Gebrauchsgegenstände aus zweckgebundenen Einnahmen     —     —,1000.0,0,0,0, 114
51408_114,Dienst- und Schutzkleidung,5000.0,5000.0,5000.0,2403.07, 114
51479_114,Allgemeine Verbrauchsmittel,350000.0,350000.0,350000.0,262563.9, 114
51701_114,Bewirtschaftungsausgaben,16259000.0,17870000.0,15034000.0,18748148.6, 114
51715_114,Betriebs- und Nebenkosten imRahmen des Facility Managements,11000.0,11000.0,0,0, 114
51803_115,Mieten für Maschinen und Geräte,34000.0,34000.0,34000.0,28839.81, 115
51820_115,Mietausgaben für die Nettokaltmiete aufgrund vertraglicher Verpflichtungen aus dem Facility Management,28000.0,28000.0,0,0, 115
51900_115,Unterhaltung der Grundstücke undbaulichen Anlagen,5650000.0,5650000.0,5023000.0,4181778.9, 115
51902_115,Bauliche Unterhaltung von Schulen und Schulsportanlagen,11873000.0,11873000.0,10214000.0,9105061.67, 115
51910_115,Kleiner Unterhaltungsbedarf     —     —,1000.0,0,0,0, 115
51912_115,Kleiner Unterhaltungsbedarf fürSchulen und Schulsportanlagen,368000.0,368000.0,1120000.0,0, 115
51920_115,Unterhaltung der baulichen Anlagen für die IKT,100000.0,100000.0,20000.0,10507.07, 115
51990_115,Unterhaltung der Grundstücke undbaulichen Anlagen aus zweckgebundenen Einnahmen,1000.0,1000.0,1000.0,0, 115
52113_115,Unterhaltung der Denkmale,20500.0,20500.0,0,0, 115
52536_116,Aus- und Fortbildung für die verfahrensabhängige IKT,4000.0,4000.0,3500.0,0, 116
52601_116,Gerichts- und ähnliche Kosten,1000.0,1000.0,1000.0,17399.19, 116
52703_116,Dienstreisen,1700.0,3200.0,3000.0,1465.0, 116
53106_116,Präventivmaßnahmen zum Gesundheitsschutz     —     —,200000.0,36847.58,0,0, 116
53111_116,Ausschreibungen; Bekanntmachungen,1000.0,1000.0,1000.0,553.35, 116
54008_116,Besondere Aufwendungen für dieSicherheit Berlins,23000.0,22000.0,15000.0,16795.95, 116
54010_116,Dienstleistungen,250000.0,50000.0,60000.0,305210.42, 116
54040_116,Bauvorbereitungsmittel,2100000.0,2000000.0,1400000.0,1177437.11, 116
70100_117,Denkmalgerechte Sanierung desStrandbades Müggelsee,3000000.0,2000000.0,1500000.0,1271982.03, 117
71504_118,Denkmalgerechte Sanierung undUmnutzung Alte Schule 12435;Bouchéstraße 75     —,500000.0,0,0,0, 118
71505_119,Sanierung des Mehrzweckgebäudes Strandbad Müggelsee 12589;Fürstenwalder Damm 838,1001000.0,289000.0,1000000.0,92742.16, 119
81179_119,Fahrzeuge     —     —     —,44008.82,0,0,0, 119
97203_120,Pauschale Minderausgaben     —     —,-851000.0,0,0,0, 120
11119_124,Verspätungs- und Säumniszuschläge     —     —,1000.0,699.5,0,0, 124
11132_124,Ersatz von Prozesskosten,3000.0,3000.0,1000.0,1676.95, 124
11903_124,Schadenersatzleistungen; Vertragsstrafen,6000.0,6000.0,1000.0,4800.0, 124
11906_124,Ersatz von Fernmeldegebühren,1000.0,1000.0,1000.0,0, 124
11934_124,Rückzahlungen überzahlter Beträge,1000.0,1000.0,0,0, 124
11979_124,Verschiedene Einnahmen,1000.0,1000.0,1000.0,504.66, 124
18203_124,Rückflüsse von Darlehen,1000.0,1000.0,1000.0,0, 124
26118_124,Ersatz von Verwaltungsausgabendurch die Kita-Eigenbetriebe,700000.0,700000.0,550000.0,757060.1, 124
37101_124,Pauschale Mehreinnahmen,360000.0,360000.0,0,0, 124
42201_124,Bezüge der planmäßigen Beamtinnen und Beamten,3704000.0,3852000.0,3352000.0,3366291.97, 124
42221_124,Bezüge der Anwärterinnen und Anwärter,206000.0,215000.0,60000.0,193323.71, 124
42722_124,Ausbildungsentgelte (Praktikantinnen/Praktikanten; Volontärinnen/Volontäre),70000.0,70000.0,20000.0,73064.57, 124
42801_125,Entgelte der planmäßigen Tarifbeschäftigten,1960000.0,1845000.0,1452000.0,1473958.65, 125
42811_125,Entgelte der nichtplanmäßigen Tarifbeschäftigten,610000.0,672000.0,510000.0,569306.94, 125
42821_125,Ausbildungsentgelte (Tarifbeschäftigte),1053000.0,1107000.0,922000.0,1010788.01, 125
44100_125,Beihilfen für Dienstkräfte,176000.0,181000.0,110000.0,170061.14, 125
44304_125,Beiträge an die Unfallkasse für Arbeitnehmerinnen und Arbeitnehmer,467000.0,477000.0,330000.0,457662.53, 125
44379_125,Sonstige Fürsorgeleistungen fürDienstkräfte,5000.0,5000.0,10000.0,2308.73, 125
45902_125,Personalgewinnungs- und Personalbindungsprämien,1000.0,1000.0,0,0, 125
46201_125,Pauschale Minderausgaben fürPersonalausgaben,-500000.0,0,0,0, 125
51101_125,Geschäftsbedarf,30000.0,30000.0,30000.0,25146.42, 125
