title,desc,2025,2024,2023,2022,pagenumber
80550_8,jaVorberichtAnzahl der bescheinigten Anzeigen GewA 1; 2; 3,219128.0,4201.0,40.0,0, 8
80682_8,jaVorberichtAnzahl der vorgehaltenen Plätze je Nacht,35288.0,39.0,0,0, 8
80681_8,ObdachlosejaVorberichtAnzahl der Nutzer,175741.0,0,0,0, 8
75428_8,jaVorberichtAnzahl der Einsätze,236449.0,42.0,0,0, 8
76844_8,jaVorberichtAnzahl der Zulassungen,870944.0,44.0,0,0, 8
79014_9,jaVorberichtAnzahl der beratenen Personen (Paare),413331.0,46.0,0,0, 9
78724_9,jaVorberichtAnzahl der abgeschlossenen Beratungen,0.0,49.0,0,0, 9
80138_9,neinregionalisiertes Produkt; wird in Steglitz-Zehlendorf nicht erstelltAnzahl der persönlichen Beratungen,0.0,48.0,0,0, 9
78744_9,neinregionalisiertes Produkt; wird in Steglitz-Zehlendorf nicht erstelltAnzahl der definierten Präventionsmaßnahmen,0.0,51.0,0,0, 9
60410_9,Beratungneinregionalisiertes Produkt; wird in Steglitz-Zehlendorf nicht erstelltAnzahl der erbrachten Maßnahmen,0.0,50.0,0,0, 9
60347_9,Heilpraktikerneinregionalisiertes Produkt; wird in Steglitz-Zehlendorf nicht erstelltAnzahl der Anträge,0.0,53.0,0,0, 9
63133_9,Einststufung der PflegebedürftigkeitneinAnzahl der Gutachten,0.0,52.0,0,0, 9
63130_9,Tuberkolosekrankenneinregionalisiertes Produkt; wird in Steglitz-Zehlendorf nicht erstelltAnzahl der betreuten Tuberkolosekranken ab Zeitpunkt der Meldung an das LaGeSo,0.0,55.0,0,0, 9
79020_9,Kindern mit Sprachbehinderungneinregionalisiertes Produkt; wird in Steglitz-Zehlendorf nicht erstelltPatienten pro Jahr,0.0,54.0,0,0, 9
79019_9,Kindern mit Hörbehinderungneinregionalisiertes Produkt; wird in Steglitz-Zehlendorf nicht erstelltPatienten pro Jahr,0.0,57.0,0,0, 9
80137_9,Tuberkuloseerkr. Und Betreuungneinregionalisiertes Produkt; wird in Steglitz-Zehlendorf nicht erstelltAnzahl der erfassten Personen,0.0,56.0,0,0, 9
79370_9,M. Sehhilfen u Beratung v. Sehbehindertenneinregionalisiertes Produkt; wird in Steglitz-Zehlendorf nicht erstelltPatienten pro Jahr1130 Gesundheitsplanung,60.0,0,0,0, 9
79711_9,jaVorbericht und Allgemeine Erläuterung zu ,4130.0,0,0,0, 9
80685_9,Hilfevermittlung f. Behinderte u. chronisch KrankejaVorbericht und Allgemeine Erläuterung zu ,4100.0,0,0,0, 9
80684_9,HilfevermittlungjaVorberichtAnzahl der Erstkontakte im Monat1161 Jugendamt,63.0,0,0,0, 9
63094_9,Berliner  Pflegegeldgesetz - JugendjaVorberichtAnzahl der anspruchsberechtigten Personen,17895.0,187447.0,62.0,0, 9
80043_9,jaVorberichtAnzahl der Kontakte (analog des Deutschen Kerndatensatzes der Suchtkrankenhilfe in der seit dem 01.01.2007 gültigen Fassung),405713.0,61.0,0,0, 9
79713_9,PsychKrankjaVorberichtAnzahl der Vereinbarungen mit Nutzerinnen und Nutzern,1459168.0,64.0,0,0, 9
76835_10,jaVorberichtAnzahl der geführten Vormundschaften und Pflegschaften,528142.0,4525827.0,67.0,0, 10
77165_10,jaVorberichtAnzahl der vertraglich betreuten Azubiss. Prod. 80963,69.0,0,0,0, 10
80965_10,jaVorberichtEhrenamtsstunde,54170.0,68.0,0,0, 10
80968_10,gesell.Prozessen (AF4)jaVorberichtLeistungssstunde,141886.0,70.0,0,0, 10
80966_10,jaVorberichtLeistungssstunde,194238.0,73.0,0,0, 10
80942_10,jaVorberichtAnzahl der begünstigten jungen Menschen,447969.0,72.0,0,0, 10
80969_10,(AF5)jaVorberichtAnzahl der Teilnehmerstunden,204972.0,75.0,0,0, 10
80944_10,jaVorberichtAnzahl der begünstigten jungen Menschen,2703724.0,74.0,0,0, 10
80943_10,jaVorberichtAnzahl der begünstigten jungen Menschen,132622.0,77.0,0,0, 10
80946_10,inkl. KrahijaVorberichtAnzahl der begünstigten jungen Menschen,424237.0,76.0,0,0, 10
80945_10,jaVorberichtAnzahl der begünstigten jungen MenschenVT-AF3- Angebote außerh. v. Einrichtungen,82.0,0,0,0, 10
81121_10,79382)VT-AF1-FamfördEinrichtungsbez. Angeboteja,3266473.0,79.0,0,0, 10
80949_10,VT - Org.leistungen der VollzeitpflegejaVorberichtAnzahl der begünstigten jungen Menschen,218162.0,78.0,0,0, 10
80947_10,V- HzE; Inobhutnahme und EgH inkl. KrahijaVorberichtAnzahl der begünstigten jungen Menschen,260825.0,81.0,0,0, 10
79068_10,jaVorberichtAnzahl der abgeschlossenen Fälle,1244457.0,80.0,0,0, 10
79028_10,jaVorberichtAnzahl der abgeschlossenen FälleVorberichtAngebotsstundejaVorberichtAngebotsstundeAngebotsstunde,375550.0,87.0,0,0, 10
80031_10,jaVorberichtAnzahl der begünstigten jungen Menschen,410283.0,86.0,0,0, 10
80967_10,Reisemaßnahmen - auch durch freie Träger jaVorberichtTeilnehmertage,857251.0,83.0,0,0, 10
81122_10,79382)VT-AF2-FamfördAngebote häusl. KontextjaVorberichtAngebotsstunde,84.0,0,0,0, 10
81123_10,79382),455983.0,89.0,0,0, 10
80159_10,jaVorberichtAnzahl der begünstigten jungen Menschen,1125190.0,88.0,0,0, 10
80144_10,jaVorberichtAngebotsstunde,85.0,0,0,0, 10
81124_10,79382)VT-AF6Fam.(service)bürosjaVorbericht,875621.0,91.0,0,0, 10
80165_10,GruppenarbeitjaVorberichtAnzahl der begünstigten jungen Menschen,97459.0,90.0,0,0, 10
80164_10,jaVorberichtAnzahl der begünstigten jungen Menschen,1326874.0,93.0,0,0, 10
80167_10,jaVorberichtAnzahl der begünstigten jungen Menschen,3581553.0,92.0,0,0, 10
80166_10,ErziehungsbeistandjaVorberichtAnzahl der begünstigten jungen Menschen,68391.0,95.0,0,0, 10
80170_10,jaVorberichtAnzahl der monatlichen Kinderschutzmeldungen (Erstcheckbögen),1482943.0,94.0,0,0, 10
80168_10,jaVorberichtAnzahl der begünstigten jungen Menschen,2664593.0,97.0,0,0, 10
80179_10,innerh. Einricht.jaVorberichtAnzahl der anspruchsberechtigten Personen; die Leistungen erhalten,2916683.0,96.0,0,0, 10
80388_11,jaVorberichtAnzahl der begünstigten jungen Menschen,143834.0,98.0,0,0, 11
80180_11,jaVorberichtAnzahl der anspruchsberechtigten Personen,0.0,101.0,0,0, 11
80971_11,u. nicht kofinanzierte AngebotejaVorberichtAnzahl der begünstigten jungen Menschen,716125.0,100.0,0,0, 11
80389_11,jaVorberichtAnzahl der begünstigten jungen Menschen,13710.0,103.0,0,0, 11
80973_11,nicht kofinanziertjaVorberichtAnzahl der begünstigten jungen Menschen,400894.0,102.0,0,0, 11
80972_11,u. kofinanzierte AngebotejaVorberichtAnzahl der begünstigten jungen Menschen,0.0,105.0,0,0, 11
80392_11,jaVorberichtAnzahl der begünstigten jungen Menschen,51470.0,104.0,0,0, 11
80974_11,kofinanziertjaVorberichtAnzahl der begünstigten jungen Menschen,189285.0,107.0,0,0, 11
80396_11,jaVorberichtAnzahl der begünstigten jungen Menschen,1554255.0,106.0,0,0, 11
80393_11,FachdiagnostikjaVorberichtAnzahl der begünstigten Menschen / Familien / Gruppen,7636820.0,109.0,0,0, 11
80398_11,BerlinjaVorberichtAnzahl der begünstigten jungen Menschen,3468679.0,108.0,0,0, 11
80397_11,jaVorberichtAnzahl der begünstigten jungen Menschen,2059269.0,111.0,0,0, 11
80400_11,außerh.jaVorberichtAnzahl der begünstigten jungen Menschen,538016.0,110.0,0,0, 11
80399_11,jaVorberichtAnzahl der begünstigten jungen Menschen,2547437.0,113.0,0,0, 11
80402_11,außerhjaVorberichtAnzahl der begünstigten jungen Menschen,207191.0,112.0,0,0, 11
80401_11,außerhalbjaVorberichtAnzahl der begünstigten jungen Menschen,172855.0,115.0,0,0, 11
80628_11,jaVorberichtAngebotsstunde,331119.0,114.0,0,0, 11
80403_11,jaVorberichtAnzahl der begünstigten jungen Menschen,84730.0,117.0,0,0, 11
80630_11,jaVorberichtAngebotsstunde,992535.0,116.0,0,0, 11
11934_21,Rückzahlungen überzahlter Beträge,2000.0,2000.0,1000.0,3054.41, 21
11979_21,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 21
41201_21,Aufwendungen für ehrenamtlichTätige,8500.0,8500.0,8500.0,6820.0, 21
41202_21,Aufwendungen für Bezirksverordnete,870000.0,890000.0,848000.0,858476.71, 21
42801_21,Entgelte der planmäßigen Tarifbeschäftigten,194000.0,202000.0,166000.0,183092.59, 21
51185_21,Dienstleistungen für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 21
52703_21,Dienstreisen,2500.0,2500.0,2500.0,113.05, 21
52906_21,Repräsentation; Empfänge; Feierlichkeiten; Kontaktpflege,2200.0,2200.0,2500.0,0, 21
54010_21,Dienstleistungen,15000.0,15000.0,15000.0,0, 21
68123_22,TEhrungen; Preise,2000.0,2000.0,2000.0,1787.94, 22
68401_22,ZZuschüsse an Fraktionen undGruppen,726000.0,726000.0,550000.0,574435.63, 22
51185_23,Dienstleistungen für die verfahrensabhängige IKT,6200.0,6200.0,6100.0,6110.08, 23
11979_25,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 25
28290_25,Sonstige zweckgebundene Einnahmen für konsumtive Zwecke,1000.0,1000.0,1000.0,0, 25
42201_25,Bezüge der planmäßigen Beamtinnen und Beamten,897000.0,933000.0,959000.0,357551.26, 25
42801_25,Entgelte der planmäßigen Tarifbeschäftigten,706000.0,734000.0,674000.0,879478.37, 25
44100_25,Beihilfen für Dienstkräfte,11500.0,11900.0,53900.0,10839.35, 25
51101_25,Geschäftsbedarf,8000.0,8000.0,7000.0,7539.03, 25
51185_25,Dienstleistungen für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 25
51403_25,Ausgaben für die Haltung vonFahrzeugen,4000.0,4000.0,4500.0,5327.23, 25
51802_25,Mieten für Fahrzeuge,8500.0,8500.0,7000.0,5873.1, 25
52501_25,Aus- und Fortbildung,3000.0,3000.0,1000.0,50.0, 25
52906_26,Repräsentation; Empfänge; Feierlichkeiten; Kontaktpflege,56000.0,56000.0,66000.0,39841.82, 26
53101_26,Veröffentlichungen und Dokumentationen im Rahmen der Öffentlichkeitsarbeit,1000.0,1000.0,6000.0,0, 26
54010_26,Dienstleistungen,1000.0,0,0,0, 26
54079_26,Verschiedene Ausgaben,7000.0,7000.0,25000.0,628.87, 26
51185_27,Dienstleistungen für die verfahrensabhängige IKT,1800.0,1800.0,2000.0,603.17, 27
11979_29,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 29
42201_29,Bezüge der planmäßigen Beamtinnen und Beamten,639000.0,665000.0,498000.0,392002.83, 29
42801_29,Entgelte der planmäßigen Tarifbeschäftigten,415000.0,432000.0,453000.0,488550.16, 29
44100_29,Beihilfen für Dienstkräfte,25600.0,26400.0,1000.0,24149.86, 29
45903_29,Prämien für besondere Leistungen,1000.0,1000.0,1000.0,0, 29
51101_29,Geschäftsbedarf,1000.0,1000.0,1000.0,0, 29
52501_29,Aus- und Fortbildung,3000.0,3000.0,2000.0,34.51, 29
54004_29,Aufwendungen im Rahmen derNotfallvorsorge,17500.0,17500.0,10000.0,4684.58, 29
54079_29,Verschiedene Ausgaben,1000.0,1000.0,1000.0,0, 29
11979_31,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 31
42201_31,Bezüge der planmäßigen Beamtinnen und Beamten,57000.0,59300.0,42000.0,39673.74, 31
42801_31,Entgelte der planmäßigen Tarifbeschäftigten,130000.0,135000.0,122000.0,198810.91, 31
42811_31,Entgelte der nichtplanmäßigen Tarifbeschäftigten,282000.0,293000.0,282000.0,151351.14, 31
44100_31,Beihilfen für Dienstkräfte,13100.0,13500.0,1000.0,12299.73, 31
51101_31,Geschäftsbedarf,4800.0,4800.0,3000.0,3310.15, 31
52501_31,Aus- und Fortbildung,15000.0,15000.0,10000.0,8795.52, 31
54053_31,Veranstaltungen,2400.0,2400.0,0,0, 31
54079_31,Verschiedene Ausgaben,2500.0,2500.0,2000.0,1764.9, 31
11132_33,Ersatz von Prozesskosten,5000.0,5000.0,5000.0,2901.49, 33
11903_33,Schadenersatzleistungen; Vertragsstrafen,20000.0,20000.0,20000.0,22238.92, 33
42201_33,Bezüge der planmäßigen Beamtinnen und Beamten,447000.0,465000.0,352000.0,446896.97, 33
42801_33,Entgelte der planmäßigen Tarifbeschäftigten,300000.0,312000.0,267000.0,303243.13, 33
44100_33,Beihilfen für Dienstkräfte,23600.0,24300.0,1000.0,22239.29, 33
51101_33,Geschäftsbedarf,30000.0,30000.0,30000.0,28851.93, 33
51185_33,Dienstleistungen für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 33
52501_33,Aus- und Fortbildung,3000.0,3000.0,3000.0,565.0, 33
52601_33,Gerichts- und ähnliche Kosten,80000.0,80000.0,80000.0,78321.19, 33
52703_33,Dienstreisen,1000.0,1000.0,1000.0,9.4, 33
54079_33,Verschiedene Ausgaben,1000.0,1000.0,1000.0,1090.98, 33
51185_34,Dienstleistungen für die verfahrensabhängige IKT,12200.0,12200.0,11000.0,10840.9, 34
11903_36,Schadenersatzleistungen; Vertragsstrafen,1000.0,1000.0,1000.0,0, 36
11979_36,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 36
42201_36,Bezüge der planmäßigen Beamtinnen und Beamten,4214000.0,4383000.0,3322000.0,1871551.33, 36
42221_36,Bezüge der Anwärterinnen und Anwärter,281000.0,296000.0,205000.0,165406.56, 36
42260_36,Bezüge der Beamtinnen/Beamtenfür Maßnahmen im Rahmen desWissenstransfers,1000.0,1000.0,1000.0,0, 36
42722_36,Ausbildungsentgelte (Praktikantinnen/Praktikanten; Volontärinnen/Volontäre),66500.0,69200.0,27300.0,66529.97, 36
42760_36,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter im Rahmen desWissenstransfers,1000.0,1000.0,1000.0,0, 36
42801_36,Entgelte der planmäßigen Tarifbeschäftigten,1135000.0,1180000.0,1263000.0,2561160.94, 36
42821_36,Ausbildungsentgelte (Tarifbeschäftigte),1432000.0,1504000.0,1104000.0,1539768.61, 36
42823_36,Entgelte für zusätzliche nichtplanmäßige Tarifbeschäftigte,0,0,0,-63247.73, 36
42860_36,Entgelte für Tarifbeschäftigte fürMaßnahmen im Rahmen des Wissenstransfers,1000.0,1000.0,1000.0,0, 36
42861_36,Entgelte für Tarifbeschäftigte fürMaßnahmen im Rahmen des Solidarischen Grundeinkommens(SGE),1000.0,1000.0,1000.0,0, 36
44100_36,Beihilfen für Dienstkräfte,130000.0,134000.0,85200.0,122557.63, 36
44304_36,Beiträge an die Unfallkasse für Arbeitnehmerinnen und Arbeitnehmer,570000.0,581000.0,517000.0,547522.13, 36
45300_37,Trennungsgelder; Umzugskostenvergütungen,10000.0,10000.0,2500.0,9557.59, 37
45902_37,Personalgewinnungs- und Personalbindungsprämien,1000.0,1000.0,0,0, 37
45903_37,Prämien für besondere Leistungen,1000.0,1000.0,1000.0,0, 37
51185_37,Dienstleistungen für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 37
52501_37,Aus- und Fortbildung,159000.0,159000.0,100000.0,69188.33, 37
52703_37,Dienstreisen,20000.0,20000.0,8500.0,16091.29, 37
53110_37,Programminformation und Werbung,20000.0,20000.0,14500.0,33584.56, 37
53111_37,Ausschreibungen; Bekanntmachungen,70000.0,70000.0,40000.0,57970.37, 37
54010_37,Dienstleistungen,40000.0,40000.0,60000.0,17516.37, 37
54019_37,Belehrung; Unterhaltung,1000.0,478.0,0,0, 37
51185_39,Dienstleistungen für die verfahrensabhängige IKT,19000.0,19000.0,19000.0,3724.7, 39
11972_41,Nebenforderungen bei öffentlichrechtlichen Forderungen,20000.0,20000.0,20000.0,8725.95, 41
11973_41,Nebenforderungen bei privatrechtlichen Forderungen,4000.0,4000.0,4000.0,2892.74, 41
11979_41,Verschiedene Einnahmen,1000.0,1000.0,1000.0,530.33, 41
42201_41,Bezüge der planmäßigen Beamtinnen und Beamten,935000.0,972000.0,869000.0,614427.52, 41
42801_41,Entgelte der planmäßigen Tarifbeschäftigten,113000.0,118000.0,111000.0,270136.11, 41
44100_41,Beihilfen für Dienstkräfte,21800.0,22500.0,63700.0,20566.01, 41
51185_41,Dienstleistungen für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 41
54038_41,Dienstleistungen von Kreditinstituten,2000.0,2000.0,2000.0,2631.1, 41
51185_42,Dienstleistungen für die verfahrensabhängige IKT,8500.0,8500.0,8500.0,3257.06, 42
11934_44,Rückzahlungen überzahlter Beträge,1000.0,1000.0,1000.0,13408.99, 44
11979_44,Verschiedene Einnahmen,1000.0,1000.0,1000.0,556.14, 44
12401_44,Mieten für Grundstücke; Gebäudeund Räume,240000.0,240000.0,261000.0,264317.63, 44
12406_44,Mieten für Stellplätze auf Dienstgrundstücken,50000.0,50000.0,43000.0,29585.53, 44
12504_44,Erlöse für Dienstleistungen,4000.0,4000.0,3000.0,4149.84, 44
12511_44,Verkaufserlöse,1000.0,1000.0,0,0, 44
28103_45,Ersatz von Bewirtschaftungsausgaben,104000.0,104000.0,6000.0,268284.67, 45
42201_45,Bezüge der planmäßigen Beamtinnen und Beamten,2650000.0,2756000.0,2522000.0,1280307.54, 45
42801_45,Entgelte der planmäßigen Tarifbeschäftigten,6127000.0,6372000.0,6019000.0,6507593.6, 45
44100_45,Beihilfen für Dienstkräfte,86300.0,88900.0,115000.0,81405.95, 45
51101_45,Geschäftsbedarf,450000.0,450000.0,500000.0,460792.8, 45
51140_45,Geräte; Ausstattungs- und Ausrüstungsgegenstände,210000.0,210000.0,200000.0,237263.61, 45
51403_46,Ausgaben für die Haltung vonFahrzeugen,15000.0,15000.0,10500.0,16867.14, 46
51408_46,Dienst- und Schutzkleidung,2500.0,2500.0,2500.0,1216.15, 46
51479_46,Allgemeine Verbrauchsmittel,30000.0,30000.0,30000.0,30660.89, 46
51715_47,Betriebs- und Nebenkosten imRahmen des Facility Managements,954000.0,1008000.0,742000.0,644074.14, 47
51730_47,Ausgleichszahlungen an die Energiesparpartner,900000.0,700000.0,1055000.0,806845.0, 47
51801_47,Mieten für Grundstücke; Gebäudeund Räume,564000.0,570000.0,550000.0,413047.31, 47
51820_48,Mietausgaben für die Nettokaltmiete aufgrund vertraglicher Verpflichtungen aus dem Facility Management,1012000.0,1012000.0,1011000.0,1011376.68, 48
51900_48,Unterhaltung der Grundstücke undbaulichen Anlagen,3839000.0,3839000.0,3308000.0,2994874.89, 48
51902_48,Bauliche Unterhaltung von Schulen und Schulsportanlagen,18606000.0,18606000.0,13608000.0,9568279.41, 48
51920_49,Unterhaltung der baulichen Anlagen für die IKT,250000.0,250000.0,100000.0,34803.05, 49
51925_49,Nutzerspezifische Nebenkosten imRahmen des Facility Managements,1000.0,1000.0,1000.0,2278.63, 49
52501_49,Aus- und Fortbildung,25000.0,25000.0,20000.0,6160.45, 49
52610_49,Gutachten,210000.0,180000.0,210000.0,205980.67, 49
54010_49,Dienstleistungen,100000.0,80000.0,45000.0,34637.85, 49
54040_49,Bauvorbereitungsmittel,400000.0,400000.0,400000.0,29334.99, 49
54079_49,Verschiedene Ausgaben,1000.0,1000.0,1000.0,46.12, 49
51185_50,Dienstleistungen für die verfahrensabhängige IKT,29000.0,29000.0,33500.0,32358.66, 50
11979_52,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 52
42201_52,Bezüge der planmäßigenBeamtinnen und Beamten,0,0,29500.0,0, 52
42801_52,Entgelte der planmäßigenTarifbeschäftigten,207000.0,215000.0,59000.0,5781.48, 52
53110_52,Programminformation und Werbung,4500.0,4500.0,4000.0,84.42, 52
54053_52,Veranstaltungen,2500.0,2500.0,2000.0,71.4, 52
54079_52,Verschiedene Ausgaben,1500.0,2000.0,1000.0,297.04, 52
11979_54,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 54
28290_54,Sonstige zweckgebundene Einnahmen für konsumtive Zwecke,81000.0,81000.0,81000.0,116409.92, 54
42201_54,Bezüge der planmäßigen Beamtinnen und Beamten,184000.0,191000.0,176000.0,174390.94, 54
42801_54,Entgelte der planmäßigen Tarifbeschäftigten,125000.0,130000.0,116000.0,60675.47, 54
42811_54,Entgelte der nichtplanmäßigen Tarifbeschäftigten,1000.0,1000.0,0,0, 54
44100_54,Beihilfen für Dienstkräfte,18300.0,18800.0,3300.0,17185.51, 54
51140_54,Geräte; Ausstattungs- und Ausrüstungsgegenstände,1000.0,1000.0,1000.0,34.51, 54
54010_54,Dienstleistungen,10000.0,10000.0,10000.0,3444.12, 54
54053_54,Veranstaltungen,3000.0,3000.0,3000.0,9139.74, 54
54079_54,Verschiedene Ausgaben,1800.0,1800.0,1800.0,583.47, 54
11921_57,Rückzahlungen von Zuwendungen,1000.0,1000.0,1000.0,12901.72, 57
11979_57,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 57
28290_57,Sonstige zweckgebundene Einnahmen für konsumtive Zwecke,1000.0,1000.0,16000.0,0, 57
41210_57,Aufwendungen für Beiräte,9500.0,9500.0,1000.0,1833.71, 57
42201_57,Bezüge der planmäßigen Beamtinnen und Beamten,206000.0,214000.0,102000.0,119818.59, 57
42801_57,Entgelte der planmäßigen Tarifbeschäftigten,591000.0,615000.0,438000.0,398022.13, 57
42811_57,Entgelte der nichtplanmäßigen Tarifbeschäftigten,67000.0,0,0,0, 57
44100_57,Beihilfen für Dienstkräfte,4000.0,4100.0,1000.0,3739.63, 57
51101_57,Geschäftsbedarf,1100.0,1100.0,1000.0,142.6, 57
52501_57,Aus- und Fortbildung,7000.0,5000.0,1000.0,0, 57
53101_57,Veröffentlichungen und Dokumentationen im Rahmen der Öffentlichkeitsarbeit,10000.0,10000.0,1500.0,0, 57
53110_57,Programminformation und Werbung,10000.0,10000.0,1000.0,4026.1, 57
54053_58,Veranstaltungen,15000.0,15000.0,18000.0,5666.41, 58
54079_58,Verschiedene Ausgaben,3800.0,3800.0,8000.0,4214.57, 58
54105_58,Nachhaltige Entwicklung und Ressourcenschonung,10000.0,10000.0,10000.0,4487.93, 58
54690_58,Sonstige sächliche Verwaltungsausgaben aus zweckgebundenenEinnahmen,3300.0,3300.0,1000.0,400.0, 58
68617_58,TSonstige Zuschüsse für konsumtive Zwecke in den BereichenJugend; Bildung; Kultur und Wissenschaft,647000.0,647000.0,606000.0,835176.74, 58
42201_60,Bezüge der planmäßigen Beamtinnen und Beamten,108000.0,112000.0,145000.0,118602.69, 60
42801_60,Entgelte der planmäßigen Tarifbeschäftigten,125000.0,130000.0,98600.0,135044.16, 60
44100_60,Beihilfen für Dienstkräfte,1000.0,1000.0,6300.0,0, 60
54079_60,Verschiedene Ausgaben,1000.0,1000.0,1000.0,500.95, 60
11979_62,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 62
42201_62,Bezüge der planmäßigen Beamtinnen und Beamten,174000.0,181000.0,159000.0,126769.08, 62
42801_62,Entgelte der planmäßigen Tarifbeschäftigten,53300.0,55400.0,52400.0,133762.12, 62
44100_62,Beihilfen für Dienstkräfte,1000.0,1000.0,3100.0,170.88, 62
54079_62,Verschiedene Ausgaben,1000.0,1000.0,1000.0,193.9, 62
11979_64,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 64
42201_64,Bezüge der planmäßigen Beamtinnen und Beamten,174000.0,181000.0,159000.0,117380.84, 64
42801_64,Entgelte der planmäßigen Tarifbeschäftigten,53300.0,55400.0,68300.0,82508.23, 64
